Channel Id,Channel Url,Channel Title
UCv1DvRY5PyHHt3KN9ghunuw,http://www.youtube.com/channel/UCv1DvRY5PyHHt3KN9ghunuw,Masahiro Sakurai on Creating Games
UCvQwAK9oAYXM0RMucLy2-BA,http://www.youtube.com/channel/UCvQwAK9oAYXM0RMucLy2-BA,Drew Conley
UCvUmwreRrbxeR1mbmojj8fg,http://www.youtube.com/channel/UCvUmwreRrbxeR1mbmojj8fg,SomeThingElseYT
UCwf7GkXUML0Whgdt6lvMFTw,http://www.youtube.com/channel/UCwf7GkXUML0Whgdt6lvMFTw,Crowne Prince
UCx4Q_UtxdUunA_LAljKezNA,http://www.youtube.com/channel/UCx4Q_UtxdUunA_LAljKezNA,Savvy Barbarian
UCxVPH8W2ayMey1-b0SY8rBQ,http://www.youtube.com/channel/UCxVPH8W2ayMey1-b0SY8rBQ,The Coding Sloth
UCyFcxmkcQernyo0PmddhtGA,http://www.youtube.com/channel/UCyFcxmkcQernyo0PmddhtGA,wavetro
UCylGUf9BvQooEFjgdNudoQg,http://www.youtube.com/channel/UCylGUf9BvQooEFjgdNudoQg,The Linux Cast
UCyqXLDebVx9rNnoSpcnNH3Q,http://www.youtube.com/channel/UCyqXLDebVx9rNnoSpcnNH3Q,SomeRanDev
UCz3l6nyODzXLzTxIkARZ8rw,http://www.youtube.com/channel/UCz3l6nyODzXLzTxIkARZ8rw,Barji
UCz7iJPVTBGX6DNO1RNI2Fcg,http://www.youtube.com/channel/UCz7iJPVTBGX6DNO1RNI2Fcg,GradeAUnderA
UCzmtKpQQyZ-9ZNY_bbFtVHw,http://www.youtube.com/channel/UCzmtKpQQyZ-9ZNY_bbFtVHw,Dani2





